藥品代碼,中文名稱,劑型,製造廠名稱,效能名稱,基準方名,發證日期,有效期間,收載日,不再收載日,備註
A035621,"""天明""蒼耳散濃縮細粒",濃縮顆粒劑,天明製藥股份有限公司農科分公司,清熱瀉火之劑,蒼耳散,20040809,20170824,,,
A035622,”天明”柴陷湯濃縮細粒,濃縮顆粒劑,天明製藥股份有限公司,和解之劑,柴陷湯,20041215,20170824,,,
A035632,〞德山〞半夏天麻白朮湯濃縮散,濃縮散劑,德山製藥股份有限公司,袪痰之劑,半夏天麻白,19920828,20170828,,,
A035633,〞德山〞麥門冬湯濃縮散,濃縮散劑,德山製藥股份有限公司,潤燥之劑,麥門冬湯,19920828,20170828,,,
A035663,〞東陽〞加味逍遙散濃縮顆粒,濃縮顆粒劑,東陽製藥股份有限公司,和解之劑,加味逍遙散,19980804,20170909,,,
A035664,〞東陽〞小柴胡湯濃縮顆粒　　　　,濃縮顆粒劑,東陽製藥股份有限公司,和解之劑,小柴胡湯,19920909,20170909,,,
A035682,”天明”虎潛丸(去虎骨)濃縮細粒,濃縮顆粒劑,天明製藥股份有限公司,補養之劑,虎潛丸去虎,19920917,20170917,,,
A035684,〞養生堂”升麻葛根湯濃縮顆粒,濃縮顆粒劑,旺霖製藥工業有限公司,發表之劑,升麻葛根湯,19920917,20170917,,,
A035687,〞莊松榮〞導赤散濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,清熱瀉火之,導赤散,19981201,20170917,,,
A035717,〞生春〞六和湯濃縮細粒　　　　　,濃縮細粒劑,生春堂製藥工業股份有限公司,和解之劑,六和湯,19920929,20170929,,,
A035718,〞生春〞二朮湯濃縮細粒　　　　　,濃縮細粒劑,生春堂製藥工業股份有限公司,利濕之劑,二朮湯,19920929,20170929,,,
A035719,〞養生堂〞芎歸膠艾湯濃縮顆粒,濃縮顆粒劑,旺霖製藥工業有限公司,經產之劑,芎歸膠艾湯,19920929,20170929,,,
A035720,〞勝昌〞補陽還五湯濃縮散　　　　,濃縮散劑,勝昌製藥廠股份有限公司中壢廠,理血之劑,補陽還五湯,19971212,20170929,,,
A035721,"""""""仙豐""""黃耆五物湯濃縮散　　　　""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,補養之劑,黃耆五物湯,19920929,20170929,,,
A035722,"""""""仙豐""""補陽還五湯濃縮散　　　　""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,理血之劑,補陽還五湯,19920929,20170929,,,
A035723,〞勝昌〞槐花散濃縮散　　　　　　,濃縮散劑,勝昌製藥廠股份有限公司中壢廠,理血之劑,槐花散,19971212,20170929,,,
A035724,"""""""仙豐""""生化湯濃縮散　　　　　　""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,經產之劑,生化湯,20030918,20170929,,,
A035725,"""""""天一""""導赤散濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,清熱瀉火之,導赤散,19920225,20170930,,,
A035727,"""天明""身痛逐瘀湯濃縮細粒",濃縮顆粒劑,天明製藥股份有限公司農科分公司,理血之劑,身痛逐瘀湯,19920930,20170930,,,
A035774,〞德山〞八珍湯濃縮散,濃縮散劑,德山製藥股份有限公司,補養之劑,八珍湯(丸),19980915,20171002,,,
A035775,〞德山〞四君子湯濃縮散,濃縮散劑,德山製藥股份有限公司,補養之劑,四君子湯,19980915,20171002,,,
A035778,"""""""科達""""生化湯濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,經產之劑,生化湯,19920910,20171009,,,
A035779,〞莊松榮〞復元活血湯濃縮細粒　　,濃縮顆粒劑,莊松榮製藥廠有限公司,理血之劑,復元活血湯,20010817,20171009,,,
A035780,〞莊松榮〞清空膏濃縮細粒　　　　,濃縮顆粒劑,莊松榮製藥廠有限公司,袪風之劑,清空膏,20101028,20171009,,,
A035782,”天明”上中下通用痛風丸濃縮細粒,濃縮顆粒劑,天明製藥股份有限公司,袪風之劑,上中下通用,19970530,20171009,,,
A035783,”天明”羌活勝濕湯濃縮細粒,濃縮顆粒劑,天明製藥股份有限公司,利濕之劑,羌活勝濕湯,20040930,20171009,,,
A035841,"""""""科達""""七寶美髯丹濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,補養之劑,七寶美髯丹,19921022,20171022,,,
A035847,〞德山〞黃耆五物湯濃縮散,濃縮散劑,德山製藥股份有限公司,補養之劑,黃耆五物湯,19980915,20171023,,,
A035848,〞德山〞養心湯濃縮散,濃縮散劑,德山製藥股份有限公司,補養之劑,養心湯,19921023,20171028,,,
A035857,〞真人爺〞複方丹參片,濃縮錠劑,港香蘭藥廠股份有限公司,理血之劑,複方丹參片,19921028,20171028,,,
A035858,〞生春〞烏梅丸濃縮細粒　　　　　,濃縮細粒劑,生春堂製藥工業股份有限公司,消導之劑,烏梅丸,19921028,20171028,,,
A035859,〞生春〞梔子豉湯濃縮細粒,濃縮細粒劑,生春堂製藥工業股份有限公司,清熱瀉火之,梔子鼓湯,19921028,20171028,,,
A035860,〞勝昌〞黃耆建中湯濃縮散　　　　,濃縮散劑,勝昌製藥廠股份有限公司中壢廠,袪寒之劑,黃耆建中湯,19921028,20171028,,,
A035861,"""""""仙豐""""上中下通用痛風丸濃縮膠囊""",濃縮膠囊劑,仙豐股份有限公司蘇澳製藥廠,袪風之劑,上中下通用,19921028,20171028,,,
A035862,"""""""仙豐""""完帶湯濃縮散　　　　　　""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,經產之劑,完帶湯,19971127,20171028,,,
A035894,"""""""科達""""五味消毒飲濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,癰瘍之劑,五味消毒飲,19921118,20171118,,,
A035896,“東陽”血府逐瘀湯濃縮散,濃縮散劑,東陽製藥股份有限公司,理血之劑,血府逐瘀湯,19980904,20171121,,,
A035897,〞東陽〞響聲破笛丸濃縮散　　　　,濃縮散劑,東陽製藥股份有限公司,潤燥之劑,響聲破笛丸,19921121,20171121,,,
A035898,〞東陽〞甘露清毒丹濃縮散,濃縮散劑,東陽製藥股份有限公司,清熱瀉火之,甘露消毒丹,19980904,20171121,,,
A035899,〞東陽〞補陽還五湯濃縮散,濃縮散劑,東陽製藥股份有限公司,理血之劑,補陽還五湯,19980904,20171121,,,
A035901,"""""""仙豐""""潤腸湯濃縮散　　　　　　""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,潤燥之劑,潤腸湯,20021127,20171123,,,
A035902,"""""""仙豐""""散腫潰堅湯濃縮散　　　　""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,癰瘍之劑,散腫潰堅湯,19971227,20171123,,,
A035904,"""""""科達""""保和丸濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,消導之劑,保和丸,19921123,20171123,,,
A035905,〞生春〞抑肝散濃縮細粒　　　　　,濃縮細粒劑,生春堂製藥工業股份有限公司,安神之劑,抑肝散,19921123,20171123,,,
A035906,〞生春〞紫菀湯濃縮細粒,濃縮顆粒劑,生春堂製藥工業股份有限公司,補養之劑,紫菀湯,19980405,20171123,,,
A035922,〞生春〞蠲痺湯濃縮細粒　　　　　,濃縮顆粒劑,生春堂製藥工業股份有限公司,袪風之劑,蠲痺湯,19980405,20171125,,,
A035923,〞生春〞八仙湯濃縮細粒　　　　　,濃縮細粒劑,生春堂製藥工業股份有限公司,袪風之劑,八仙湯,19921125,20171125,,,
A035924,〞勝昌〞越鞠丸濃縮散　　　　　　,濃縮散劑,勝昌製藥廠股份有限公司中壢廠,理氣之劑,越鞠丸,19971212,20171125,,,
A035927,"""""""仙豐""""當歸四逆湯濃縮散　　　　""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,袪寒之劑,當歸四逆湯,20030331,20171125,,,
A035933,〝正揚〞加味逍遙散 濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,和解之劑,加味逍遙散,19921026,20171126,,,
A035934,〞勝昌〞當歸飲子濃縮散　　　　　,濃縮散劑,勝昌製藥廠股份有限公司中壢廠,癰瘍之劑,當歸飲子,19921127,20171127,,,
A036037,〞莊松榮〞普濟消毒飲濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司里港分廠,清熱瀉火之,普濟消毒飲,19921230,20171230,,,
A036040,"""天明""薏苡仁湯濃縮細粒",濃縮顆粒劑,天明製藥股份有限公司,利濕之劑,薏苡仁湯,20050117,20171230,,,
A036051,"""""""天明""""寧嗽丸濃縮丸""",濃縮丸劑,天明製藥股份有限公司,袪痰之劑,寧嗽丸,19930106,20180106,,,
A036052,〞養生堂〞葛根湯濃縮顆粒　　　　,濃縮顆粒劑,旺霖製藥工業有限公司,發表之劑,葛根湯,19971120,20130601,,,
A036053,〞養生堂〞大柴胡湯濃縮顆粒　　　,濃縮顆粒劑,旺霖製藥工業有限公司,表裡之劑,大柴胡湯,19930601,20130601,,,
A036055,〞養生堂〞人參敗毒散濃縮顆粒　　,濃縮顆粒劑,旺霖製藥工業有限公司,發表之劑,人參敗毒散,19971122,20130601,,,
A036058,"""""""順天堂""""養心湯濃縮散""",濃縮散劑,順天堂藥廠股份有限公司新店廠,補養之劑,養心湯,19971107,20181221,,,
A036063,〞東陽〞左歸丸濃縮散　　　　　　,濃縮散劑,東陽製藥股份有限公司,補養之劑,左歸丸,19930108,20180108,,,
A036076,〞天一〞半夏瀉心湯濃縮錠　　,濃縮錠劑,天一藥廠股份有限公司,清熱瀉火之,半夏瀉心湯,19930111,20180111,,,
A036117,〞正和〞養心湯濃縮顆粒,濃縮顆粒劑,正和製藥股份有限公司新營廠,補養之劑,養心湯,19930302,20130302,,,
A036118,〞正和〞歸脾湯濃縮顆粒,濃縮顆粒劑,正和製藥股份有限公司新營廠,補養之劑,歸脾湯,19960126,20130302,,,
A036120,”生春”?肝湯濃縮細粒,濃縮細粒劑,生春堂製藥工業股份有限公司,理血之劑,疏肝湯,19930203,20180203,,,
A036121,”生春”甘露消毒丹濃縮細粒,濃縮顆粒劑,生春堂製藥工業股份有限公司,清熱瀉火之,甘露消毒丹,19980508,20180203,,,
A036123,〝正揚〞六味地黃丸 濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,補養之劑,六味地黃丸,19930204,20180204,,,
A036124,〝正揚〞獨活寄生湯 濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,袪風之劑,獨活寄生湯,19930204,20180204,,,
A036125,〝正揚〞複方丹參 濃縮錠,濃縮錠劑,國科生技製藥股份有限公司,理血之劑,複方丹參片,19930204,20180204,,,
A036133,〞莊松榮〞桂枝芍藥知母湯濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司里港分廠,袪風之劑,桂枝芍藥知,19930215,20180215,,,
A036134,〞莊松榮〞甘露消毒丹濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司里港分廠,清熱瀉火之,甘露消毒丹,19971004,20180215,,,
A036135,"""""""福隆興""""鉤藤散濃縮散""",濃縮散劑,福隆興製藥有限公司,袪風之劑,鉤藤散,19981216,20130215,,,
A036136,"""""""福隆興""""抑肝散濃縮散　　　　　""",濃縮散劑,福隆興製藥有限公司,安神之劑,抑肝散,19930215,20130215,,,
A036137,〞正和〞麥門冬湯濃縮顆粒　　　　,濃縮顆粒劑,正和製藥股份有限公司新營廠,潤燥之劑,麥門冬湯,19930215,20130215,,,
A036138,〞勝昌〞當歸龍薈丸濃縮散(去麝香),濃縮散劑,勝昌製藥廠股份有限公司中壢廠,清熱瀉火之,當歸龍薈丸,20011211,20180215,,,
A036139,〞勝昌〞保和丸濃縮散,濃縮散劑,勝昌製藥廠股份有限公司中壢廠,消導之劑,保和丸,19930215,20180215,,,
A036140,"""""""仙豐""""神秘湯濃縮散""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,理氣之劑,神秘湯,19930215,20180215,,,
A036141,"""""""仙豐""""甘露消毒丹濃縮散""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,清熱瀉火之,甘露消毒丹,19971217,20180215,,,
A036142,〞德山〞人參養榮湯濃縮散,濃縮散劑,德山製藥股份有限公司,補養之劑,人參養榮湯,19980915,20180215,,,
A036143,〞德山〞八味地黃丸濃縮散,濃縮散劑,德山製藥股份有限公司,補養之劑,八味地黃丸,19930215,20180215,,,
A036144,”天明”黃耆五物湯濃縮細粒,濃縮顆粒劑,天明製藥股份有限公司,補養之劑,黃耆五物湯,19990415,20180215,,,
A036149,〞正和〞清燥救肺湯濃縮顆粒,濃縮顆粒劑,正和製藥股份有限公司新營廠,潤燥之劑,清燥救肺湯,20000313,20130215,,,
A036171,"""""""科達""""玉泉丸濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,潤燥之劑,玉泉丸,19930301,20180301,,,
A036254,〞養生堂”八味帶下方濃縮顆粒,濃縮顆粒劑,旺霖製藥工業有限公司,經產之劑,八味帶下方,19930804,20130804,,,
A036255,"""""""德山""""銀翹散濃縮散""",濃縮散劑,德山製藥股份有限公司,表裡之劑,銀翹散,19930408,20180408,,,
A036256,"""""""德山""""清上防風湯濃縮散""",濃縮散劑,德山製藥股份有限公司,清熱瀉火之,清上防風湯,19930408,20180408,,,
A036257,”莊松榮”大黃牡丹皮湯濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,理血之劑,大黃牡丹皮,20120104,20180409,,,
A036258,"""""""福隆興""""導赤散濃縮散　　　　　""",濃縮散劑,福隆興製藥有限公司,清熱瀉火之,導赤散,19981217,20130904,,,
A036260,"""""""德山""""玉屏風湯濃縮散""",濃縮散劑,德山製藥股份有限公司,收濇之劑,玉屏風散,19930409,20180409,,,
A036261,"""""""德山""""二陳湯濃縮散""",濃縮散劑,德山製藥股份有限公司,袪痰之劑,二陳湯(丸),19930409,20180409,,,
A036271,”天明”桔梗湯濃縮細粒,濃縮顆粒劑,天明製藥股份有限公司,袪痰之劑,桔梗湯,19930413,20180413,,,
A036272,”莊松榮”白虎加人參湯濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司里港分廠,清暑之劑,白虎加人參,19930413,20180413,,,
A036273,”莊松榮”正骨紫金丹濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,理血之劑,正骨紫金丹,19980117,20180413,,,
A036274,"""""""福隆興""""潤腸湯濃縮散　　　　　""",濃縮散劑,福隆興製藥有限公司,潤燥之劑,潤腸湯,19930413,20130413,,,
A036287,"""""""德山""""柴胡桂枝湯濃縮散""",濃縮散劑,德山製藥股份有限公司,表裡之劑,柴胡桂枝湯,19930415,20180415,,,
A036288,"""""""德山""""當歸芍藥散濃縮散""",濃縮散劑,德山製藥股份有限公司,經產之劑,當歸芍藥散,19930415,20180415,,,
A036289,”天明”血府逐瘀湯濃縮細粒,濃縮顆粒劑,天明製藥股份有限公司農科分公司,理血之劑,血府逐瘀湯,19990305,20180415,,,
A036290,”天明”秦艽鱉甲湯濃縮細粒,濃縮顆粒劑,天明製藥股份有限公司,補養之劑,秦艽鱉甲散,19990414,20180415,,,
A036291,”天明”複方丹參片濃縮細粒,濃縮顆粒劑,天明製藥股份有限公司,理血之劑,複方丹參片,19930415,20180415,,,
A036294,”天明”還少丹濃縮細粒,濃縮顆粒劑,天明製藥股份有限公司,補養之劑,還少丹,19930415,20180415,,,
A036295,”莊松榮”溫清飲濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,清熱瀉火之,溫清飲(解,19930415,20180415,,,
A036327,〞明通〞柴胡清肝湯濃縮散,濃縮散劑,明通化學製藥股份有限公司第二廠,清熱瀉火之,柴胡清肝湯,19930427,20180427,,,
A036329,"""天明""柴胡加龍骨牡蠣湯濃縮細粒",濃縮顆粒劑,天明製藥股份有限公司農科分公司,安神之劑,柴胡加龍骨牡蠣湯,20041110,20180427,,,
A036351,”天明”杏蘇散濃縮細粒,濃縮顆粒劑,天明製藥股份有限公司,表裡之劑,杏蘇飲,20050117,20180507,,,
A036352,"""仙豐""血府逐瘀湯濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,理血之劑,血府逐瘀湯,20071205,20180705,,,
A036353,"""仙豐""槐花散濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,理血之劑,槐花散,20000511,20180705,,,
A036354,〞正和〞完帶湯濃縮顆粒,濃縮顆粒劑,正和製藥股份有限公司新營廠,經產之劑,完帶湯,19971230,20130705,,,
A036355,〞正和〞茵陳蒿湯濃縮顆粒,濃縮顆粒劑,正和製藥股份有限公司新營廠,利濕之劑,茵陳蒿湯,19930705,20130705,,,
A036361,〞養生堂〞清肺飲濃縮顆粒　　　　,濃縮顆粒劑,旺霖製藥工業有限公司,袪痰之劑,清肺飲,19930805,20130805,,,
A036362,〞養生堂〞萆薢分清飲濃縮顆粒,濃縮顆粒劑,旺霖製藥工業有限公司,利濕之劑,萆薢分清飲,19980805,20130805,,,
A036381,"""仙豐""越婢加朮湯濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,利濕之劑,越婢加朮湯,20040915,20180504,,,
A036382,"""仙豐""桂枝加龍骨牡蠣湯濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,安神之劑,桂枝加龍骨,19930514,20180514,,,
A036383,〞養生堂〞柴葛解肌湯濃縮顆粒　　,濃縮顆粒劑,旺霖製藥工業有限公司,發表之劑,柴葛解肌湯,19170711,20130514,,,
A036384,〞養生堂”疏經活血湯濃縮顆粒,濃縮顆粒劑,旺霖製藥工業有限公司,理血之劑,疏經活血湯,19971122,20130514,,,
A036397,”生春”柏子仁丸濃縮細粒,濃縮顆粒劑,生春堂製藥工業股份有限公司,經產之劑,女科柏子仁,19930521,20180521,,,
A036412,”生春”血府逐瘀湯濃縮細粒,濃縮顆粒劑,生春堂製藥工業股份有限公司,理血之劑,血府逐瘀湯,19980616,20180524,,,
A036432,"""""""科達""""柴胡清肝湯濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,清熱瀉火之,柴胡清肝湯,19930607,20180607,,,
A036545,"""""""福隆興""""八味帶下方濃縮散""",濃縮散劑,福隆興製藥有限公司,經產之劑,八味帶下方,19930607,20130607,,,
A036549,〝莊松榮〞半夏白朮天麻湯濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司里港分廠,袪痰之劑,半夏天麻白,20120614,20180707,,,
A036551,"""""""福隆興""""清上防風湯濃縮散""",濃縮散劑,福隆興製藥有限公司,清熱瀉火之,清上防風湯,19930707,20130707,,,
A036552,”莊松榮”木香檳榔丸濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,攻裡之劑,木香檳榔丸,20110721,20180709,,,
A036553,"""天明""右歸丸濃縮細粒",濃縮顆粒劑,天明製藥股份有限公司農科分公司,補養之劑,右歸丸,19930710,20180710,,,
A036554,"""""""天明""""左歸丸濃縮細粒""",濃縮顆粒劑,天明製藥股份有限公司農科分公司,補養之劑,左歸丸,19930710,20180710,,,
A036555,”莊松榮”小承氣湯濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司里港分廠,攻裡之劑,小承氣湯,20120831,20130710,,,
A036557,〞德山〞清咽利膈湯濃縮散,濃縮散劑,德山製藥股份有限公司,清熱瀉火之,清心利膈湯,19930710,20180710,,,
A036561,〞明通〞滋陰降火濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,清熱瀉火之,滋陰降火湯,19980619,20180710,,,
A036564,"""復旦""四生丸濃縮細粒",濃縮顆粒劑,復旦製藥廠股份有限公司,理血之劑,四生丸,19930716,20180716,,,
A036565,〝正揚〞?藤散濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,袪風之劑,鉤藤散,19991230,20180706,,,
A036566,〝正揚〞川芎茶調散濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,發表之劑,川芎茶調散,19961106,20180716,,,
A036567,"""復旦""洗肝明目散濃縮顆粒",濃縮顆粒劑,復旦製藥廠股份有限公司,清熱瀉火之劑,洗肝明目湯,19930716,20180716,,,
A036568,〝正揚〞歸脾湯濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,補養之劑,歸脾湯,19961106,20180716,,,
A036569,〝正揚〞蒼耳散濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,清熱瀉火之,蒼耳散,19930716,20180716,,,
A036585,〞勝昌〞桃紅四物湯濃縮散,濃縮散劑,勝昌製藥廠股份有限公司中壢廠,理血之劑,桃紅四物湯,19971212,20180721,,,
A036586,〞勝昌〞蠲痹湯濃縮散,濃縮散劑,勝昌製藥廠股份有限公司中壢廠,袪風之劑,蠲痺湯,19971212,20180721,,,
A036603,"""""""福隆興""""大黃牡丹湯濃縮散""",濃縮散劑,福隆興製藥有限公司,理血之劑,大黃牡丹皮,19930608,20130608,,,
A036604,”莊松榮”旋覆代赭石湯濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司里港分廠,理氣之劑,旋覆代赭石,20061204,20180806,,,
A036605,"""""""福隆興""""清肺湯濃縮散""",濃縮散劑,福隆興製藥有限公司,袪痰之劑,清肺湯,19930608,20130608,,,
A036606,"""""""晉安""""右歸丸濃縮顆粒""",濃縮顆粒劑,晉安製藥股份有限公司,補養之劑,右歸丸,19930806,20180806,,,
A036607,"""""""晉安""""左歸丸濃縮顆粒""",濃縮顆粒劑,晉安製藥股份有限公司,補養之劑,左歸丸,19930806,20180806,,,
A036619,"""""""晉安""""辛夷清肺湯濃縮顆粒""",濃縮顆粒劑,晉安製藥股份有限公司,袪痰之劑,辛夷清肺湯,19970918,20180810,,,
A036620,"""""""晉安""""濟生腎氣丸濃縮顆粒""",濃縮顆粒劑,晉安製藥股份有限公司,補養之劑,濟生腎氣丸,19971022,20180810,,,
A036622,"""""""德山""""普濟消毒飲濃縮散""",濃縮散劑,德山製藥股份有限公司,清熱瀉火之,普濟消毒飲,19931008,20180810,,,
A036627,“東陽”濟生腎氣丸濃縮散,濃縮散劑,東陽製藥股份有限公司,補養之劑,濟生腎氣丸,19980408,20180810,,,
A036670,"""""""天明""""黃耆建中湯濃縮細粒""",濃縮顆粒劑,天明製藥股份有限公司,袪寒之劑,黃耆建中湯,20070323,20130823,,,
A036672,"""""""福隆興""""小柴胡湯濃縮散""",濃縮散劑,福隆興製藥有限公司,和解之劑,小柴胡湯,19930823,20130823,,,
A036682,〞勝昌〞兒科杏蘇散濃縮散　　　　,濃縮散劑,勝昌製藥廠股份有限公司中壢廠,表裡之劑,兒科杏蘇散,19930825,20180825,,,
A036683,〞勝昌〞雙解散濃縮散（防風通聖散去硝黃),濃縮散劑,勝昌製藥廠股份有限公司中壢廠,表裡之劑,雙解散,19930825,20180825,,,
A036684,〞勝昌〞大秦艽湯濃縮散,濃縮散劑,勝昌製藥廠股份有限公司中壢廠,袪風之劑,大秦艽湯,19930825,20180825,,,
A036685,〞勝昌〞過期飲濃縮散　　　　　　,濃縮散劑,勝昌製藥廠股份有限公司中壢廠,經產之劑,過期飲,19930825,20180825,,,
A036686,"""""""德山""""羌活勝溼湯濃縮散""",濃縮散劑,德山製藥股份有限公司,利濕之劑,羌活勝濕湯,19930825,20180825,,,
A036688,"""""""天明""""完帶湯濃縮細粒""",濃縮顆粒劑,天明製藥股份有限公司,經產之劑,完帶湯,19990415,20130825,,,
A036689,"""""""天明""""萆薢分清飲濃縮細粒""",濃縮顆粒劑,天明製藥股份有限公司,利濕之劑,萆薢分清飲,19990405,20130825,,,
A036690,〞明通〞白虎加人參湯濃縮散,濃縮散劑,明通化學製藥股份有限公司第二廠,清暑之劑,白虎加人參,19930825,20180825,,,
A036741,”生春”黃耆建中湯濃縮細粒,濃縮顆粒劑,生春堂製藥工業股份有限公司,袪寒之劑,黃耆建中湯,19930915,20180915,,,
A036742,”生春”柴胡桂枝乾薑湯濃縮細粒,濃縮顆粒劑,生春堂製藥工業股份有限公司,和解之劑,柴胡桂枝乾,19930915,20180915,,,
A036743,”生春”補陽還五湯濃縮細粒,濃縮顆粒劑,生春堂製藥工業股份有限公司,理血之劑,補陽還五湯,19980616,20180915,,,
A036744,”生春”左歸丸濃縮細粒,濃縮顆粒劑,生春堂製藥工業股份有限公司,補養之劑,左歸丸,19930915,20180915,,,
A036745,”生春”右歸丸濃縮細粒,濃縮顆粒劑,生春堂製藥工業股份有限公司,補養之劑,右歸丸,19930915,20180915,,,
A036746,”生春”五苓散濃縮細粒,濃縮顆粒劑,生春堂製藥工業股份有限公司,利濕之劑,五苓散,19930915,20180915,,,
A036776,〞正和〞麻黃湯濃縮顆粒,濃縮顆粒劑,正和製藥股份有限公司新營廠,發表之劑,麻黃湯,19930927,20130927,,,
A036778,"""復旦""五苓散濃縮細粒",濃縮顆粒劑,復旦製藥廠股份有限公司,利濕之劑,五苓散,19930927,20180927,,,
A036782,〝正揚〞當歸芍藥散濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,經產之劑,當歸芍藥散,19931001,20181001,,,
A036795,〝正揚〞五苓散濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,利濕之劑,五苓散,19931006,20181006,,,
A036797,〞正和〞當歸拈痛湯濃縮顆粒,濃縮顆粒劑,正和製藥股份有限公司新營廠,袪風之劑,當歸拈痛湯,19930610,20130610,,,
A036798,〞勝昌〞玉屏風散濃縮散　　　　　,濃縮散劑,勝昌製藥廠股份有限公司中壢廠,收濇之劑,玉屏風散,19931006,20181006,,,
A036800,〞勝昌〞血府逐瘀湯濃縮散,濃縮散劑,勝昌製藥廠股份有限公司中壢廠,理血之劑,血府逐瘀湯,19971212,20181006,,,
A036801,〝正揚〞桂枝龍骨牡蠣湯濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,安神之劑,桂枝加龍骨,19931006,20181006,,,
A036804,〝正揚〞防風通聖散濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,表裡之劑,防風通聖散,19931006,20181006,,,
A036805,“東陽”定志丸濃縮錠,濃縮錠劑,東陽製藥股份有限公司,安神之劑,定志丸,19931006,20181006,,,
A036806,〞勝昌〞清空膏濃縮散,濃縮散劑,勝昌製藥廠股份有限公司中壢廠,袪風之劑,清空膏,19931006,20181006,,,
A036807,〞勝昌〞射干麻黃湯濃縮散,濃縮散劑,勝昌製藥廠股份有限公司中壢廠,袪痰之劑,射干麻黃湯,19931006,20181006,,,
A036810,〝正揚〞白虎湯濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,清熱瀉火之,白虎湯,19991230,20181006,,,
A036828,"""天明""少腹逐瘀湯濃縮細粒",濃縮顆粒劑,天明製藥股份有限公司農科分公司,理血之劑,少腹逐瘀湯,19931018,20181018,,,
A036830,"""""""天明""""膈下逐瘀湯濃縮細粒""",濃縮顆粒劑,天明製藥股份有限公司,理血之劑,膈下逐瘀湯,19931018,20181018,,,
A036831,〞勝昌〞十六味流氣飲濃縮散,濃縮散劑,勝昌製藥廠股份有限公司中壢廠,癰瘍之劑,十六味流氣,19931018,20181018,,,
A036834,〞勝昌〞瀉黃散濃縮散,濃縮散劑,勝昌製藥廠股份有限公司中壢廠,清熱瀉火之,瀉黃散,19931018,20181018,,,
A036896,”生春”消風散濃縮細粒,濃縮顆粒劑,生春堂製藥工業股份有限公司,袪風之劑,消風散,19980616,20181027,,,
A036897,〝正揚〞小青龍湯濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,發表之劑,小青龍湯,19991230,20181027,,,
A036898,〝正揚〞辛夷散濃縮細粒,濃縮顆粒劑,國科生技製藥股份有限公司,發表之劑,辛夷散,19931027,20181027,,,
A036899,〞正和〞清上防風湯濃縮顆粒,濃縮顆粒劑,正和製藥股份有限公司新營廠,清熱瀉火之,清上防風湯,19931027,20131027,,,
A036900,〞正和〞知柏地黃丸濃縮顆粒,濃縮顆粒劑,正和製藥股份有限公司新營廠,補養之劑,知柏地黃丸,19960126,20131027,,,
